"","School_Dis_Name","School_Dis_Code","STATE","County_Name","State_County_Code","ENROLL","YRDATA","TOTAL_REVENUE","FEDERAL_REVENUE","STATE_REVENUE","LOCAL_REVENUE","TOTAL_EXPENDITURE","INSTRUCTION_EXPENDITURE","SUPPORT_SERVICES_EXPENDITURE","OTHER_EXPENDITURE","CAPITAL_OUTLAY_EXPENDITURE","SNAP"
"852","pangburn sch dist",NA,"Arkansas",NA,NA,808,2013,11167,1651,7796,1720,11850,4266,2509,686,3976,NA
"853","rose bud sch dist 35",NA,"Arkansas",NA,NA,845,2013,8429,886,6240,1303,7889,4260,2513,353,466,NA
"854","searcy sch dist",NA,"Arkansas",NA,NA,4186,2013,38502,3132,29110,6260,42834,19262,11440,2292,8857,NA
"855","wilbur d mills educ serv coop",NA,"Arkansas",NA,NA,0,2013,6415,973,4136,1306,6393,1848,3556,2,986,NA
"856","augusta sch dist 10",NA,"Arkansas",NA,NA,535,2013,8144,2205,4178,1761,7441,3292,3668,374,38,NA
"857","mccrory sch dist 12",NA,"Arkansas",NA,NA,645,2013,6813,598,5395,820,7498,3639,1725,393,1684,NA
"858","danville sch dist",NA,"Arkansas",NA,NA,916,2013,8994,1403,7012,579,8786,4733,3014,549,395,NA
"859","dardanelle sch dist",NA,"Arkansas",NA,NA,2017,2013,23689,1885,20426,1378,29309,10375,5359,975,12082,NA
"860","western yell county school dist",NA,"Arkansas",NA,NA,475,2013,4911,803,3565,543,4587,2404,1722,317,23,NA
"861","two rivers sch dist 10",NA,"Arkansas",NA,NA,885,2013,10188,2047,7179,962,12451,5141,3040,647,3361,NA
"862","alameda co office of ed",NA,"California",NA,NA,4041,2013,50113,4650,15192,30271,43242,14096,27582,1478,86,NA
"863","alpine county special schools",NA,"California",NA,NA,2,2013,1463,302,788,373,1381,133,586,86,7,NA
"864","amador co spl schs oper by co supt",NA,"California",NA,NA,300,2013,10813,1211,6049,3553,9914,5366,3736,418,231,NA
"865","butte co spl schs oper by co supt",NA,"California",NA,NA,1060,2013,63918,27769,20704,15445,66483,15692,36339,1329,1772,NA
"866","calaveras co spl schs oper by co supt",NA,"California",NA,NA,588,2013,11750,1927,7995,1828,13822,5454,5846,679,9,NA
"867","colusa county office of education",NA,"California",NA,NA,28,2013,12547,3854,5405,3288,21834,5378,4984,1566,9806,NA
"868","contra costa co spl schs oper by co supt",NA,"California",NA,NA,3297,2013,65418,4404,27964,33050,67475,28900,27548,7683,3068,NA
"869","contra costa co rop",NA,"California",NA,NA,0,2013,56140,14626,41481,33,54858,0,1498,0,0,NA
"870","del norte co spl schs oper by co supt",NA,"California",NA,NA,602,2013,7427,1520,5762,145,7370,5013,1750,2,0,NA
"871","el dorado co spl schs oper by co supt",NA,"California",NA,NA,980,2013,94912,20219,59727,14966,94674,18392,19525,2852,312,NA
"872","office of educ spl schs oper by co supt",NA,"California",NA,NA,2094,2013,166112,39363,93174,33575,168683,57292,56969,2174,7261,NA
"873","glenn co spl schs oper by co supt",NA,"California",NA,NA,372,2013,20049,5128,10366,4555,20915,6623,7486,4860,184,NA
"874","humboldt co spl sch oper by co supt",NA,"California",NA,NA,467,2013,38866,7285,21786,9795,37906,10354,14284,112,945,NA
"875","imperial co spl schs oper by co supt",NA,"California",NA,NA,540,2013,72933,20097,38931,13905,71684,14985,28224,5385,252,NA
"876","inyo co spl schs oper by co supt",NA,"California",NA,NA,1657,2013,22727,2286,15600,4841,22282,8795,9532,1605,191,NA
"877","kern co spl schs oper by co supt",NA,"California",NA,NA,4552,2013,253784,54013,113179,86592,242694,44899,90259,36557,2167,NA
"878","kings co spl schs oper by co supt",NA,"California",NA,NA,428,2013,44969,10775,21965,12229,43456,6660,18299,836,3036,NA
"879","lake county office of education",NA,"California",NA,NA,67,2013,16953,3937,8500,4516,16583,3145,6417,836,427,NA
"880","lassen co spl schs oper by co supt",NA,"California",NA,NA,41,2013,11449,2586,7007,1856,11278,4314,4410,1143,167,NA
"881","los angeles co off of education",NA,"California",NA,NA,9136,2013,770658,327007,240163,203488,783374,277902,320541,23108,20800,NA
"882","madera co spl schs oper by co supt",NA,"California",NA,NA,962,2013,45950,12361,21753,11836,48904,13455,16688,2473,6521,NA
"883","marin co special schools",NA,"California",NA,NA,374,2013,56566,8718,8889,38959,57529,12787,16254,3451,2069,NA
"884","marin county rop",NA,"California",NA,NA,0,2013,2525,0,999,1526,2523,0,2523,0,0,NA
"885","mariposa co spl schs oper by co supt",NA,"California",NA,NA,73,2013,3682,729,1592,1361,3556,1974,1366,47,0,NA
"886","mendocino co spl schs oper by co supt",NA,"California",NA,NA,124,2013,30440,5605,18044,6791,29177,7291,9621,353,35,NA
"887","merced co spl schs oper by co supt",NA,"California",NA,NA,1465,2013,109069,35377,53705,19987,115518,32411,47091,9712,2606,NA
"888","modoc co spl schs oper by co supt",NA,"California",NA,NA,54,2013,7543,2747,3469,1327,7591,2481,3205,1140,79,NA
"889","mono co special schools",NA,"California",NA,NA,429,2013,8580,937,4134,3509,8297,1555,4306,450,97,NA
"890","monterey co special schools",NA,"California",NA,NA,1606,2013,125998,33510,45939,46549,130306,37101,46114,769,6442,NA
"891","napa co spl schs oper by co supt",NA,"California",NA,NA,137,2013,47540,16717,9102,21721,35064,8306,14505,7565,241,NA
"892","nevada co spl schs oper by co supt",NA,"California",NA,NA,3418,2013,37933,5585,25476,6872,43398,21785,12296,2250,355,NA
"893","orange county department of education",NA,"California",NA,NA,7184,2013,251846,34483,73243,144120,244917,75351,102808,12465,6312,NA
"894","placer co spl schs oper by co supt",NA,"California",NA,NA,526,2013,94349,18242,37164,38943,90968,16974,22263,6910,4457,NA
"895","plumas county special schools",NA,"California",NA,NA,32,2013,5103,1933,1991,1179,4832,1383,1932,58,53,NA
"896","riverside co spl schs oper by co supt",NA,"California",NA,NA,7864,2013,255884,69786,85729,100369,253684,89492,115718,28611,11402,NA
"897","sacramento co spl schs oper by co supt",NA,"California",NA,NA,1148,2013,128579,23860,65124,39595,126064,22829,40123,12088,1600,NA
"898","san benito co spl schs oper by co supt",NA,"California",NA,NA,114,2013,15470,2059,8073,5338,14261,4098,4118,334,90,NA
"899","san bernardino co special schools operated by supt of schools",NA,"California",NA,NA,3173,2013,409596,86469,239806,83321,400184,88964,112088,39062,1908,NA
"900","san diego co spl schs oper by co supt",NA,"California",NA,NA,4151,2013,479921,65797,269446,144678,458275,44556,166393,800,10180,NA
"901","san joaquin co spl schs",NA,"California",NA,NA,3452,2013,168917,28698,89312,50907,166700,46096,57177,14523,5545,NA
"902","san joaquin county roc/p",NA,"California",NA,NA,0,2013,2036,0,0,2036,2081,0,0,2055,26,NA
"903","san luis obispo co spl schs oper by co supt",NA,"California",NA,NA,665,2013,50945,10743,14023,26179,39820,8791,13633,2077,83,NA
"904","san mateo co spl schs oper by co supt",NA,"California",NA,NA,441,2013,146210,21263,19058,105889,129960,32058,34802,96,1121,NA
"905","santa barbara co spl schs oper by co supt",NA,"California",NA,NA,567,2013,71479,9865,28784,32830,64937,26072,28158,10135,254,NA
"906","santa clara co spl schs oper by co supt",NA,"California",NA,NA,8770,2013,272162,63922,73389,134851,244932,91492,81571,2528,3840,NA
"907","north county regional occupational center/program (roc/p)",NA,"California",NA,NA,0,2013,2635,0,0,2635,2629,2629,0,0,0,NA
"908","santa cruz co spl schs oper by co supt",NA,"California",NA,NA,1393,2013,47931,5397,27265,15269,52040,14978,23768,2722,1739,NA
"909","shasta co spl schs oper by co supt",NA,"California",NA,NA,429,2013,57197,14347,29672,13178,56821,11380,15105,10517,388,NA
"910","sierra co spl schs oper by co supt",NA,"California",NA,NA,2,2013,1856,569,942,345,1798,505,675,0,0,NA
"911","siskiyou co special schools",NA,"California",NA,NA,435,2013,18236,5355,9748,3133,18132,5580,8430,199,209,NA
"912","solano co spl schs oper by co supt",NA,"California",NA,NA,537,2013,64361,12935,33822,17604,62266,24789,20833,112,3678,NA
"913","sonoma co spl schs",NA,"California",NA,NA,946,2013,113534,17113,51846,44575,112416,27013,26442,3279,825,NA
"914","stanislaus co spl schs oper by co supt",NA,"California",NA,NA,2193,2013,211391,56816,82411,72164,213080,61580,66048,3463,21125,NA
"915","sutter co spl schs oper by co supt",NA,"California",NA,NA,403,2013,33926,7259,21231,5436,33335,8483,13295,2494,349,NA
"916","tehama co special schools",NA,"California",NA,NA,184,2013,25820,5374,14342,6104,24169,7063,9908,1152,344,NA
"917","trinity county office of education",NA,"California",NA,NA,21,2013,6913,2355,2946,1612,7029,297,2438,0,0,NA
"918","tulare co spl schs oper by co supt",NA,"California",NA,NA,2246,2013,189004,63460,99212,26332,187852,48349,58821,38065,1771,NA
"919","tuolumne county selpa",NA,"California",NA,NA,127,2013,9445,1704,5315,2426,8955,3872,4787,232,21,NA
"920","ventura co spl schs oper by co supt",NA,"California",NA,NA,2590,2013,192880,41652,104145,47083,190338,43248,50493,3152,1267,NA
"921","ventura county rop",NA,"California",NA,NA,0,2013,997,0,0,997,1098,0,1098,0,0,NA
"922","yolo county special schools operated by co supt",NA,"California",NA,NA,319,2013,37335,11126,16121,10088,34441,7550,10794,473,234,NA
"923","yuba co spl schs oper by co supt",NA,"California",NA,NA,536,2013,22867,5506,11239,6122,23345,7250,6940,1033,102,NA
"924","alameda unified sch dist",NA,"California",NA,NA,10836,2013,103221,6367,48385,48469,105610,55727,33875,4100,6438,NA
"925","albany city unified sch dist",NA,"California",NA,NA,3804,2013,64024,7576,35777,20671,58219,23465,11487,3296,398,NA
"926","berkeley unified sch dist",NA,"California",NA,NA,9780,2013,159094,9710,56175,93209,172613,73599,47651,12195,28469,NA
"927","castro val unified sch dist",NA,"California",NA,NA,9210,2013,112301,12916,71768,27617,112198,45939,26060,5634,1796,NA
"928","emery uni sch dist",NA,"California",NA,NA,751,2013,19170,1910,4270,12990,18949,5238,6090,522,4298,NA
"929","hayward unified school district","16740","California","Alameda County","06_001",21937,2013,219596,30388,113378,75830,233854,127838,65307,9312,16761," 126,842 "
"930","mountain house elem sch",NA,"California",NA,NA,31,2013,613,51,317,245,471,230,166,15,60,NA
"931","newark unif sch dist",NA,"California",NA,NA,6484,2013,63532,4358,30299,28875,64610,34713,18309,2935,1836,NA
"932","oakland unif sch dist",NA,"California",NA,NA,46463,2013,604008,74530,325280,204198,595132,243203,177182,33023,96401,NA
"933","piedmont city unif sch dist",NA,"California",NA,NA,2605,2013,40741,1299,12097,27345,39849,22661,10965,344,3210,NA
"934","pleasanton unified sch dist",NA,"California",NA,NA,14932,2013,163196,7735,77140,78321,145074,84052,35218,6139,437,NA
"935","san leandro uni sch dist",NA,"California",NA,NA,8704,2013,87228,8818,43350,35060,118849,47458,22505,5297,35589,NA
"936","san lorenzo unified school dist",NA,"California",NA,NA,12270,2013,108940,10535,58225,40180,120082,56998,30448,4940,19548,NA
"937","sunol glen elem sch dist",NA,"California",NA,NA,273,2013,2787,74,993,1720,2549,1188,938,16,332,NA
"938","tri-valley rop jpa",NA,"California",NA,NA,0,2013,4285,168,0,4117,3933,1324,1209,1383,17,NA
"939","eden area rop jpa",NA,"California",NA,NA,0,2013,7813,0,254,7559,6297,3867,2257,0,39,NA
"940","mission valley roc/p jpa",NA,"California",NA,NA,0,2013,7191,0,45,7146,5877,3056,2696,0,123,NA
"941","east bay regional occupational agency joint powers authority",NA,"California",NA,NA,0,2013,2,0,0,2,7,0,7,0,0,NA
"942","dublin unif sch district",NA,"California",NA,NA,7325,2013,84385,1659,28108,54618,96149,39043,22195,1925,25982,NA
"943","fremont unif school dist",NA,"California",NA,NA,33308,2013,303718,18573,158398,126747,315635,181712,79608,9373,8279,NA
"944","new haven unified school dist",NA,"California",NA,NA,12873,2013,119552,8259,64722,46571,113648,67924,29881,5098,2015,NA
"945","livermore valley jt unified sch dist",NA,"California",NA,NA,12629,2013,121469,7244,50244,63981,117300,70775,36021,3278,898,NA
"946","alpine co unif sch dist",NA,"California",NA,NA,103,2013,2979,643,724,1612,3068,1128,1658,91,191,NA
"947","amador co unif sch dist",NA,"California",NA,NA,3884,2013,30639,1630,5566,23443,30653,15135,11187,1337,299,NA
"948","bangor union elementary sch dist",NA,"California",NA,NA,117,2013,2197,150,1738,309,1980,738,446,95,660,NA
"949","biggs unified sch dist",NA,"California",NA,NA,548,2013,6326,500,3075,2751,5687,2992,2198,340,30,NA
"950","durham unified sch dist",NA,"California",NA,NA,991,2013,9034,487,4789,3758,8960,5306,3098,304,6,NA
"951","feather falls union elem sch dist",NA,"California",NA,NA,60,2013,485,80,216,189,433,158,221,47,5,NA
"952","manzanita elem sch dist",NA,"California",NA,NA,300,2013,3161,209,2489,463,2442,1436,679,147,83,NA
"953","oroville city elem sch dist",NA,"California",NA,NA,2622,2013,23138,2927,13875,6336,23001,13815,7215,1289,40,NA
"954","oroville union high school dist",NA,"California",NA,NA,2452,2013,27807,2686,13800,11321,27119,13245,8886,2057,1162,NA
"955","palermo union elem sch dist",NA,"California",NA,NA,1297,2013,11713,1635,8405,1673,11924,7060,3677,704,194,NA
"956","paradise unified school district","29820","California","Butte County","06_007",4282,2013,35899,3199,19420,13280,34250,21353,10255,1767,427," 30,911 "
"957","thermalito union elem sch dist",NA,"California",NA,NA,1332,2013,13327,3044,8696,1587,13172,7038,4425,1132,0,NA
"958","gridley unified school district","00051","California","Butte County","06_007",2112,2013,18132,1737,11870,4525,17029,10206,5200,911,130," 30,911 "
"959","chico unif school dist",NA,"California",NA,NA,13875,2013,130693,13363,66046,51284,129173,72988,34311,4862,14986,NA
"960","golden feather union school district",NA,"California",NA,NA,156,2013,2804,205,1617,982,1852,993,652,96,74,NA
"961","pioneer union elem school dist",NA,"California",NA,NA,64,2013,1047,140,363,544,1104,464,542,92,2,NA
"962","bret harte union high sch dist",NA,"California",NA,NA,754,2013,12705,239,3076,9390,15219,5169,4554,368,4542,NA
"963","calaveras uni sch dist",NA,"California",NA,NA,3188,2013,38502,1962,10310,26230,29938,16650,10023,1406,253,NA
"964","mark twain union elem school dist",NA,"California",NA,NA,830,2013,6732,493,2243,3996,6661,3638,2278,352,54,NA
"965","vallecito union elem sch dist",NA,"California",NA,NA,599,2013,7882,661,1072,6149,6975,3590,2727,300,3,NA
"966","colusa unified sch dist",NA,"California",NA,NA,1408,2013,11919,993,7244,3682,11706,6612,3611,655,123,NA
"967","maxwell unif sch dist",NA,"California",NA,NA,345,2013,3805,307,2036,1462,3746,1879,1283,175,243,NA
"968","williams unified sch dist",NA,"California",NA,NA,1324,2013,10961,959,6592,3410,11150,6026,3180,731,559,NA
"969","pierce j. t. unified school dist",NA,"California",NA,NA,1377,2013,12014,759,6967,4288,11246,6295,3642,613,67,NA
"970","acalanes union high school dist",NA,"California",NA,NA,5349,2013,69412,1142,8808,59462,77622,34059,23309,1721,15200,NA
"971","antioch unified sch dist",NA,"California",NA,NA,18852,2013,148051,15059,94533,38459,164202,97356,47822,7675,8383,NA
"972","brentwood school district","05880","California","St. Louis County","29_189",8426,2013,68115,3680,40996,23439,67305,42701,16998,1824,3667," 114,526 "
"973","brentwood school district","02010","California","Rockingham County","33_015",8426,2013,68115,3680,40996,23439,67305,42701,16998,1824,3667," 13,478 "
"974","byron union elem sch dist",NA,"California",NA,NA,1686,2013,13543,591,6778,6174,14809,7896,4232,938,1160,NA
"975","canyon elem sch dist",NA,"California",NA,NA,73,2013,742,25,519,198,714,453,206,55,0,NA
"976","john swett unified sch dist",NA,"California",NA,NA,1600,2013,24314,1655,11567,11092,23644,8780,5661,718,7332,NA
"977","knightsen elem sch dist",NA,"California",NA,NA,472,2013,5663,282,2035,3346,4559,2568,1531,185,141,NA
"978","lafayette elem sch dist",NA,"California",NA,NA,3435,2013,33035,829,8694,23512,31952,21308,8958,54,1004,NA
"979","liberty union high school dist",NA,"California",NA,NA,7704,2013,68798,2361,32888,33549,63780,34666,21194,4621,611,NA
"980","martinez unified school district","24030","California","Contra Costa County","06_013",4087,2013,39608,2115,11784,25709,46971,21273,9727,3004,10616," 69,003 "
"981","moraga school district",NA,"California",NA,NA,1856,2013,18563,339,5214,13010,18531,11432,5880,762,151,NA
"982","mt diablo unified school district",NA,"California",NA,NA,32001,2013,336040,35675,147903,152462,378438,180831,98092,14420,64237,NA
"983","oakley union elementary school district","28080","California","Contra Costa County","06_013",4745,2013,39184,3038,21236,14910,36267,22062,11092,1762,414," 69,003 "
"984","orinda union elementary school district","28860","California","Contra Costa County","06_013",2488,2013,27596,455,7660,19481,27667,16891,8594,1026,357," 69,003 "
"985","pittsburg unified school district","30600","California","Contra Costa County","06_013",10560,2013,118813,11398,79797,27618,128811,56531,31417,8088,25616," 69,003 "
"986","west contra costa unified school district","32550","California","Contra Costa County","06_013",30398,2013,364176,42801,180179,141196,400603,158214,113549,16314,78622," 69,003 "
"987","san ramon valley unified school district","35130","California","Contra Costa County","06_013",30757,2013,293880,6700,96999,190181,302282,163868,84283,5972,25588," 69,003 "
"988","walnut creek elem school district",NA,"California",NA,NA,3543,2013,31473,1316,6786,23371,31805,18972,8655,856,1867,NA
"989","del norte co unif sch dist",NA,"California",NA,NA,3595,2013,35468,6706,17448,11314,39077,21665,12967,1593,2723,NA
"990","buckeye union sch dist",NA,"California",NA,NA,5099,2013,41505,1241,22122,18142,48790,23954,10956,985,9469,NA
"991","gold trail union elem sch dist",NA,"California",NA,NA,568,2013,4475,235,2231,2009,4453,2678,1497,174,31,NA
"992","camino union elem",NA,"California",NA,NA,513,2013,4365,454,2232,1679,4353,2728,1398,139,74,NA
"993","el dorado un high school dist",NA,"California",NA,NA,6873,2013,68313,2577,29380,36356,70335,32332,23376,1706,8031,NA
"994","black oak mine unif sch dist",NA,"California",NA,NA,1422,2013,18937,1130,11113,6694,17331,7638,5483,409,3209,NA
"995","gold oak un elem sch dist",NA,"California",NA,NA,445,2013,3803,260,1686,1857,3679,1977,1324,159,49,NA
"996","indian diggings elem sch",NA,"California",NA,NA,18,2013,216,17,128,71,227,163,64,0,0,NA
"997","lake tahoe uni sch dist",NA,"California",NA,NA,3793,2013,42369,3474,18285,20610,57008,20729,12005,1183,20031,NA
"998","latrobe elem sch dist",NA,"California",NA,NA,150,2013,1906,53,259,1594,1817,844,784,3,178,NA
"999","mother lode union elem sch dt",NA,"California",NA,NA,1142,2013,9425,696,4759,3970,9078,5460,3024,325,203,NA
"1000","pioneer union sch dist",NA,"California",NA,NA,312,2013,3121,277,972,1872,2967,1505,1263,159,30,NA
"1001","placerville union elem sch dt",NA,"California",NA,NA,1268,2013,10548,1029,5429,4090,11570,5948,3548,512,1335,NA
"1002","pollock pines elem sch dist",NA,"California",NA,NA,694,2013,6488,635,3179,2674,7851,3419,2699,315,1348,NA
"1003","rescue elementary school district",NA,"California",NA,NA,3899,2013,29404,1111,15602,12691,30349,18388,8654,880,1282,NA
"1004","silver fork elem sch dist",NA,"California",NA,NA,10,2013,565,24,339,202,855,231,115,8,501,NA
"1005","central sierra rop jpa",NA,"California",NA,NA,0,2013,2232,0,34,2198,2201,891,50,0,0,NA
"1006","alvina elem sch dist",NA,"California",NA,NA,212,2013,1726,173,1326,227,1525,841,656,5,11,NA
"1007","big creek elem sch dist",NA,"California",NA,NA,52,2013,1337,154,298,885,1360,446,595,40,228,NA
"1008","burrel union elem sch dist",NA,"California",NA,NA,119,2013,1318,172,762,384,1222,665,468,86,0,NA
"1009","chawanakee joint unified school district",NA,"California",NA,NA,1069,2013,14087,649,8137,5301,14207,5270,4036,398,3902,NA
"1010","clay joint elem sch dist",NA,"California",NA,NA,258,2013,1772,122,1385,265,1653,1018,578,57,0,NA
"1011","clovis unified school district","09030","California","Fresno County","06_019",39894,2013,391532,25848,244982,120702,394485,200026,120439,15394,49365," 222,504 "
"1012","firebaugh-las deltas unified school dist",NA,"California",NA,NA,2291,2013,22457,3775,14040,4642,24573,10696,7976,2076,2983,NA
"1013","fowler unified sch dist",NA,"California",NA,NA,2393,2013,22865,2181,12243,8441,24495,11994,6335,1469,4004,NA
